1,0,73,15934
1,1,95,6707
1,2,75,28849
1,3,91,25398
1,4,86,4162
1,5,80,5042
1,6,93,5408
1,7,99,12614
1,8,94,4416
1,9,93,4151
1,10,67,26059
1,11,92,23065
1,12,93,32708
1,13,92,16160
1,14,78,5287
1,15,83,53302
1,16,78,6165
1,17,76,13274
1,18,92,37964
1,19,56,6465
1,20,83,15748
1,21,92,19417
1,22,84,4641
1,23,78,11675
1,24,89,27404
1,25,73,42873
1,26,95,5072
1,27,87,28960
1,28,98,8638
1,29,80,1657
1,30,32,2865
1,31,76,8975
1,32,77,31880
1,33,81,48843
1,34,92,17328
1,35,95,15891
2,0,85,5612
2,1,86,4570
2,2,86,10288
2,3,67,3292
2,4,92,18914
2,5,90,8779
2,6,46,27706
2,7,98,11109
2,8,101,7308
2,9,77,1438
2,10,87,2668
2,11,72,15008
2,12,69,15556
2,13,78,10794
2,14,58,6527
2,15,84,12628
2,16,19,6292
2,17,62,5227
2,18,27,8782
2,19,70,9257
2,20,77,24511
2,21,84,7935
2,22,46,22600
2,23,94,30765
2,24,90,6979
2,25,89,9670
2,26,80,19073
2,27,79,19048
2,28,75,17121
2,29,75,2763
2,30,64,5443
2,31,91,8029
2,32,74,14583
2,33,94,20371
2,34,102,4525
2,35,65,15933
2,36,87,36961
2,37,96,48022
2,38,91,15088
2,39,83,8906
2,40,92,9973
3,0,86,14385
3,1,74,21052
3,2,94,4467
3,3,90,14334
3,4,70,10421
3,5,75,7162
3,6,83,33704
3,7,78,4103
3,8,82,11271
3,9,79,6706
3,10,82,6255
3,11,87,35312
3,12,91,44306
3,13,85,8882
3,14,88,21261
3,15,87,9894
3,16,72,10820
3,17,67,36064
3,18,93,21062
3,19,86,18547
4,0,78,8573
4,1,84,40312
4,2,93,4479
4,3,90,5278
4,4,71,37100
4,5,97,7710
4,6,118,8814
4,7,87,24041
4,8,82,4446
4,9,34,4453
4,10,88,17587
4,11,57,15907
4,12,80,4635
4,13,38,70079
4,14,79,8802
4,15,86,543
4,16,31,7550
4,17,41,8983
4,18,147,4955
5,0,95,22733
5,1,79,6119
5,2,99,10264
5,3,64,7797
5,4,48,8484
5,5,77,11145
5,6,89,11790
5,7,94,21342
5,8,89,6034
5,9,83,5707
5,10,78,12356
5,11,87,17930
5,12,53,137026
5,13,101,25900
5,14,59,14664
5,15,36,40620
5,16,68,2860
5,17,94,9695
5,18,89,77931
5,19,86,60589
5,20,99,19286
5,21,83,76665
5,22,71,12737
5,23,84,14402
5,24,69,4556
5,25,92,1488
6,0,82,6234
6,1,92,6081
6,2,83,8318
6,3,96,19789
6,4,74,7759
6,5,31,36855
6,6,82,6001
6,7,82,13080
6,8,67,3024
6,9,84,15805
6,10,62,17562
6,11,73,18859
6,12,73,5725
6,13,82,10684
6,14,63,12667
6,15,87,87155
6,16,81,10467
6,17,111,3546
6,18,88,32324
6,19,91,14350
6,20,57,14120
6,21,79,9559
6,22,90,18613
7,0,90,7463
7,1,84,12425
7,2,81,10884
7,3,40,15986
7,4,82,6573
7,5,93,13779
7,6,62,92784
7,7,96,3690
7,8,96,4280
7,9,40,20386
7,10,96,7108
7,11,41,38994
7,12,88,15073
7,13,71,17784
7,14,86,3093
7,15,82,4486
7,16,101,19051
7,17,66,6024
7,18,87,19000
7,19,73,10157
7,20,46,13238
7,21,100,38302
7,22,74,10910
7,23,44,3283
7,24,89,28258
8,0,87,11824
8,1,92,13652
8,2,70,10624
8,3,70,8960
8,4,79,25032
8,5,78,41554
8,6,92,31151
8,7,85,39423
8,8,98,7955
8,9,91,85439
8,10,81,15440
8,11,76,2494
8,12,63,4193
8,13,73,12615
8,14,72,3253
8,15,74,9814
8,16,85,1180
8,17,82,9687
8,18,79,7981
8,19,92,3548
8,20,91,12008
8,21,93,1793
9,0,90,22679
9,1,67,19034
9,2,97,19313
9,3,79,11110
9,4,79,9475
9,5,83,68211
9,6,96,24232
9,7,87,14168
9,8,84,27116
9,9,81,6967
9,10,78,13762
9,11,86,6998
9,12,69,37174
9,13,90,19336
9,14,91,7885
9,15,87,40943
9,16,91,13080
9,17,89,2553
9,18,117,5674
9,19,73,40015
9,20,103,17293
9,21,95,34164
9,22,82,2060
9,23,76,2843
9,24,78,8637
9,25,72,5784
9,26,91,28370
9,27,94,11441
9,28,82,17539
9,29,67,17611
9,30,96,16173
9,31,51,7206
10,0,67,42259
10,1,93,15016
10,2,92,3610
10,3,84,13863
10,4,70,7057
10,5,62,17503
10,6,69,5082
10,7,87,21727
10,8,88,1955
10,9,80,22309
10,10,90,14866
10,11,100,14420
10,12,53,28183
10,13,49,11209
10,14,71,18131
10,15,91,7364
10,16,85,7985
10,17,88,16276
10,18,89,33442
10,19,90,16012
10,20,87,15635
10,21,94,17323
10,22,87,6691
11,0,25,7804
11,1,61,1643
11,2,79,4863
11,3,88,12942
11,4,81,7034
11,5,40,65129
11,6,90,4468
11,7,80,9049
11,8,53,7394
11,9,85,14642
11,10,35,5520
11,11,90,3964
11,12,85,5028
11,13,35,4128
11,14,94,5347
11,15,99,19504
11,16,84,17729
11,17,21,17123
11,18,77,12596
11,19,66,4932
11,20,65,10681
11,21,50,9683
11,22,64,16112
11,23,83,47234
11,24,92,6876
11,25,49,41515
11,26,86,30124
11,27,96,15928
11,28,85,18453
11,29,96,15279
11,30,55,15261
11,31,82,42448
11,32,72,26319
11,33,67,4160
11,34,87,29318
11,35,68,9441
12,0,79,31634
12,1,70,38442
12,2,68,10791
12,3,75,13163
12,4,23,7971
12,5,92,11867
12,6,74,22300
12,7,68,4514
12,8,96,61620
12,9,92,3978
12,10,77,20094
12,11,94,11656
1,0,73,15934
1,1,95,6707
1,2,75,28849
1,3,91,25398
1,4,86,4162
1,5,80,5042
1,6,93,5408
1,7,99,12614
1,8,94,4416
1,9,93,4151
1,10,67,26059
1,11,92,23065
1,12,93,32708
1,13,92,16160
1,14,78,5287
1,15,83,53302
1,16,78,6165
1,17,76,13274
1,18,92,38359
1,19,56,6465
1,20,83,15769
1,21,92,19417
1,22,84,4641
1,23,78,11675
1,24,89,27404
1,25,73,42877
1,26,95,5072
1,27,87,29494
1,28,98,8638
1,29,80,1657
1,30,32,2865
1,31,76,8975
1,32,77,31881
1,33,81,48843
1,34,92,17328
1,35,95,15891
2,0,85,5653
2,1,86,4570
2,2,86,10289
2,3,67,3292
2,4,92,18914
2,5,90,8785
2,6,46,27706
2,7,98,11119
2,8,101,7308
2,9,77,1438
2,10,87,2668
2,11,72,14797
2,12,69,15556
2,13,78,10794
2,14,58,6527
2,15,84,12645
2,16,19,6292
2,17,62,5227
2,18,27,8782
2,19,70,9257
2,20,77,24511
2,21,84,7935
2,22,46,22600
2,23,94,30863
2,24,90,6979
2,25,89,9670
2,26,80,19073
2,27,79,19048
2,28,75,17121
2,29,75,2763
2,30,64,5443
2,31,91,8029
2,32,74,14597
2,33,94,20371
2,34,102,4525
2,35,65,15933
2,36,87,36961
2,37,96,48036
2,38,91,15088
2,39,83,8979
2,40,92,9973
3,0,86,14385
3,1,74,21052
3,2,94,4467
3,3,90,14334
3,4,70,10421
3,5,75,7162
3,6,83,33704
3,7,78,4103
3,8,82,11271
3,9,79,6706
3,10,82,6255
3,11,87,35312
3,12,91,44693
3,13,85,8882
3,14,88,21261
3,15,87,9894
3,16,72,10820
3,17,67,36064
3,18,93,21062
3,19,86,18547
4,0,78,8573
4,1,84,40312
